  3.577246296600504E-023  -837.800000000000        199.999999999996     
 -1.224676157198874E-003  -829.425809085941        199.999999629463     
  1.467022345056792E-004  -821.051618374464        199.999999622346     
  1.398570872339768E-003  -812.677427999686        199.999999622293     
 -5.004618273317079E-004  -804.303238268239        199.999999622359     
  2.463711593093784E-004  -795.929049029092        199.999999622429     
 -5.588773848027765E-004  -787.554860605922        199.999999622511     
  2.672800294449447E-003  -779.180673694322        199.999999622602     
 -3.002605331401497E-005  -770.806487616028        199.999999622701     
 -5.315355458161584E-004  -762.432302209209        199.999999622805     
  1.239893778661688E-003  -754.058118115379        199.999999622913     
  1.607449192007899E-003  -745.683935001989        199.999999623022     
 -5.078594036076475E-004  -737.309753292864        199.999999623128     
  1.776029509310260E-003  -728.935572725172        199.999999623231     
 -7.467256383017731E-004  -720.561393244304        199.999999623326     
  3.131486163824020E-003  -712.187215191761        199.999999623411     
 -5.262404820129451E-004  -703.813037815298        199.999999623485     
  2.114677224516729E-003  -695.438860675313        199.999999623545     
  2.143695967467858E-004  -687.064683781788        199.999999623591     
  2.970652880824431E-003  -678.690507389132        199.999999623621     
  2.137680041775165E-005  -670.316331129730        199.999999623632     
  1.468341155052982E-003  -661.942154343453        199.999999623626     
  8.195456222916211E-004  -653.567977125249        199.999999623602     
  2.783485132214650E-003  -645.193799583598        199.999999623560     
 -4.541018656902439E-004  -636.819621718053        199.999999623500     
  2.551650679238091E-003  -628.445442865987        199.999999623425     
  8.041222573297696E-004  -620.071262592215        199.999999623334     
  1.921378120901912E-003  -611.697081003098        199.999999623231     
  1.886537656991443E-003  -603.322898013325        199.999999623116     
  1.471632915277864E-003  -594.948713614459        199.999999622991     
  7.854742521371254E-004  -586.574527748433        199.999999622859     
  2.792195317209638E-003  -578.200340572581        199.999999622722     
  2.905923864137465E-004  -569.826151998350        199.999999622581     
  1.653909703191374E-003  -561.451961648575        199.999999622441     
  2.071157359388998E-003  -553.077769734649        199.999999622303     
  2.137037354039463E-003  -544.703576426421        199.999999622169     
  7.528258185972043E-004  -536.329381955333        199.999999622043     
  1.567415860237934E-003  -527.955186264947        199.999999621927     
  2.476778977412826E-003  -519.580989594601        199.999999621823     
  1.552890786735580E-003  -511.206792110210        199.999999621732     
  6.880924088978231E-004  -502.832593993795        199.999999621655     
  2.387709212939980E-003  -494.458395581109        199.999999621596     
  2.156920925012905E-003  -486.084196784946        199.999999621554     
  3.486327267934387E-004  -477.709998180910        199.999999621531     
  2.545862949643244E-003  -469.335799882617        199.999999621526     
  2.063762465996492E-003  -460.961601730882        199.999999621539     
  1.374875925858329E-003  -452.587404216594        199.999999621572     
  2.292202237231257E-003  -444.213207536627        199.999999621622     
  1.545902120627600E-003  -435.839011824011        199.999999621680     
  2.280669432855113E-003  -427.464817247112        199.999999621716     
  1.096202927519037E-004  -419.090624186227        199.999999621754     
  2.454726321094326E-003  -410.716432543909        199.999999622478     
  2.141507693379434E-003  -402.342242030604        199.999999627263     
  1.112119967040412E-003  -393.968053081397        199.999999640268     
  2.360412823993165E-003  -385.593865696923        199.999999579310     
  3.016796319783102E-003  -377.219679782607        199.999996834262     
  2.801023623337764E-004  -368.845495804758        199.999869332718     
  2.308466211359562E-003  -360.471315678985        199.993268668689     
  1.190349328853718E-003  -352.100292541580        199.763220637209     
  1.833321952755359E-003  -343.739741518959        199.285487421318     
  3.213756380220940E-004  -335.396935863941        198.561052557904     
  4.691162801120842E-003  -327.079129795012        197.590717805672     
 -3.796719527235093E-004  -318.793443789176        196.376147521826     
  3.653082129322458E-003  -310.546752042419        194.920032332397     
  1.773093891080879E-003  -302.345759707780        193.225208913384     
  1.207622079098413E-003  -294.196801261042        191.295506231290     
  1.208736736583042E-003  -286.105771769240        189.135606573802     
  1.529763774062877E-003  -278.078438358458        186.749696544543     
  8.244005122467247E-004  -270.120229874518        184.142329392602     
  1.344390965348888E-003  -262.236544673827        181.317471133678     
  2.578656833864854E-003  -254.432706959572        178.278824261079     
  1.771121139181771E-003  -246.713430641625        175.031202721835     
  2.208710407722924E-003  -239.082143602251        171.581736921675     
  2.144002872121714E-003  -231.540075800371        167.941171298723     
  6.650056106926394E-004  -224.089276368079        164.117129025756     
  4.225630748003671E-004  -216.733652472207        160.112908904417     
  1.059400788746708E-003  -209.475553683991        155.934355355955     
 -4.605675717397976E-004  -202.316463624623        151.588194103220     
  1.088212150351315E-003  -195.258164953194        147.080029969390     
  8.416686206999323E-004  -188.301538792964        142.416344030329     
  5.671936609561191E-004  -181.447087408144        137.603585221958     
  1.804432116520301E-003  -174.695167859037        132.647849521273     
  2.653667585801115E-004  -168.045770170005        127.555220259942     
  8.282211458358809E-004  -161.498968087524        122.331196963254     
  3.477917279009465E-004  -155.054799919636        116.980921495818     
 -4.051566269945562E-004  -148.712823478098        111.509738872031     
  2.569589278504220E-004  -142.472367419837        105.922878854247     
 -6.998670113680124E-004  -136.333008625322        100.224949526568     
  1.300445905391273E-004  -130.293596162095        94.4210295876933     
